poNo,poDate,etaDate,vendor,recDate,status,cutPo,user1,user2,user3,user4,user5,user6,startDate,cancelDate,shipDate,division,shipVia,orderNo,customer,custName,customerPo,parentPoNo,season,grp,category,compType,style,color,podStatus,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,size13,size14,size15,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,totalUnit,price,extPrice,uom,warehouse,podEtaDate,cancelReason,cancelReasonDate,cost,extCost,recQty,balQty,soType,unit1,unit2,unit3,unit4,unit5,unit6,unit7,unit8,unit9,unit10,unit11,unit12,unit13,unit14,unit15
474,5/15/2026,,STENUE,1/1/1900,Open,PO,,,,,,,7/30/2026,8/21/2026,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Aug,PANTS,Style,EVB3002,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,15,1530,,FORERUNNER,,,,0,0,0,102,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
475,5/15/2026,,KJ,1/1/1900,Open,PO,,,,,,,7/30/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Aug,TOPS,Style,EVT2033,LIGHT BLUE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,24.3,2478.6,,FORERUNNER,,,,24.3,2478.6,0,102,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
476,5/15/2026,,KJ,1/1/1900,Open,PO,,,,,,,7/30/2026,8/21/2026,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Aug,PANTS,Style,EVB3041,LIGHT BLUE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,22,2244,,FORERUNNER,6/12/2026,,,22,2244,0,102,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
477,5/17/2026,,INLOOK,1/1/1900,Open,PO,,,,,,,7/30/2026,8/21/2026,,FREESIA,MATSON,1710,LULUS,LULU'S FASHION LOUNGE,227083,0,FW26,                    ,DRESSES,Style,EDX2332,WINE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,3,44,90,91,46,25,2,0,0,0,0,0,0,0,0,301,11,3311,,FORERUNNER,6/14/2026,,,0,0,0,301,PRIVATE LABEL,XXS / 3,XS / 44,S / 90,M / 91,L / 46,XL / 25,XXL / 2,,,,,,,,
478,5/17/2026,,INLOOK,1/1/1900,Open,PO,,,,,,,7/16/2026,8/7/2026,,FREESIA,MATSON,1711,LULUS,LULU'S FASHION LOUNGE,227108,0,FW26,                    ,DRESSES,Style,EDX2332,BLACK SHINY BLACK,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,3,29,54,56,32,21,5,0,0,0,0,0,0,0,0,200,11,2200,,FORERUNNER,6/14/2026,,,0,0,0,200,PRIVATE LABEL,XXS / 3,XS / 29,S / 54,M / 56,L / 32,XL / 21,XXL / 5,,,,,,,,
479,5/17/2026,,INLOOK,1/1/1900,Open,PO,,,,,,,7/16/2026,8/7/2026,,FREESIA,MATSON,1712,LULUS,LULU'S FASHION LOUNGE,227109,0,                    ,LULUS,                    ,Style,FRD1226,RUST,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,10,49,92,95,37,13,4,0,0,0,0,0,0,0,0,300,15.3,4590,,FORERUNNER,,,,15.3,4590,0,300,PRIVATE LABEL,XXS / 10,XS / 49,S / 92,M / 95,L / 37,XL / 13,XXL / 4,,,,,,,,
480,5/17/2026,,STENUE,1/1/1900,Open,PO,,,,,,,7/23/2026,8/14/2026,,FREESIA,MATSON,1713,LULUS,LULU'S FASHION LOUNGE,227111,0,                    ,                    ,DRESSES,Style,FRD2061,BLACK PINK OLIVE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,0,34,80,80,58,48,15,0,0,0,0,0,0,0,0,315,16.8,5292,,FORERUNNER,,,,16.8,5292,0,315,PRIVATE LABEL,XXS / 0,XS / 34,S / 80,M / 80,L / 58,XL / 48,XXL / 15,,,,,,,,
481,5/17/2026,,STENUE,1/1/1900,Open,PO,,,,,,,7/30/2026,,,FREESIA,MATSON,1714,LULUS,LULU'S FASHION LOUNGE,227113,0,                    ,LULUS,DRESSES,Style,TD1051,FOREST GREEN,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,9,40,105,114,103,86,43,0,0,0,0,0,0,0,0,500,14.8,7400,,FORERUNNER,,,,14.8,7400,0,500,PRIVATE LABEL,XXS / 9,XS / 40,S / 105,M / 114,L / 103,XL / 86,XXL / 43,,,,,,,,
482,5/17/2026,,STENUE,1/1/1900,Open,PO,,,,,,,7/9/2026,7/30/2026,,FREESIA,MATSON,1715,LULUS,LULU'S FASHION LOUNGE,227117,0,                    ,LULUS,                    ,Style,FRD1989,CREAM,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,10,48,108,112,60,52,10,0,0,0,0,0,0,0,0,400,16.8,6720,,FORERUNNER,6/14/2026,,,16.8,6720,0,400,PRIVATE LABEL,XXS / 10,XS / 48,S / 108,M / 112,L / 60,XL / 52,XXL / 10,,,,,,,,
483,5/18/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/25/2026,7/27/2026,,ELEVATOR DISCO,MATSON,1709,12TH TRIBE,12TH TRIBE,10862,0,                    ,12TH TRIBE,                    ,Style,ET2809-12,TAUPE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,0,56,122,98,49,25,0,0,0,0,0,0,0,0,0,350,7.8,2730,,FORERUNNER,6/15/2026,,,0,0,0,350,NEW,XXS / 0,XS / 56,S / 122,M / 98,L / 49,XL / 25,XXL / 0,,,,,,,,
484,5/18/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/25/3036,7/20/2026,,ELEVATOR DISCO,MATSON,1708,12TH TRIBE,12TH TRIBE,10853,0,                    ,12TH TRIBE,                    ,Style,ET2809-12,CREAM,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,0,48,105,84,42,21,0,0,0,0,0,0,0,0,0,300,7.8,2340,,FORERUNNER,,,,0,0,0,300,NEW,XXS / 0,XS / 48,S / 105,M / 84,L / 42,XL / 21,XXL / 0,,,,,,,,
485,5/19/2026,6/16/2026,STENUE,5/19/2026,Closed,PO,,,,,,,5/19/2026,6/16/2026,5/19/2026,ELEVATOR DISCO,                    ,0,                    ,                                                  ,                    ,0,                    ,12TH TRIBE,                    ,Style,ES3539VD,RUST,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,60,111,114,15,0,0,0,0,0,0,0,0,0,0,0,300,8.2,2460,,FORERUNNER,6/16/2026,,,8.2,2460,300,0,                    ,XS / 60,S / 111,M / 114,L / 15,XL / 0,,,,,,,,,,
486,5/19/2026,6/16/2026,STENUE,5/19/2026,Closed,PO,,,,,,,5/19/2026,6/16/2026,5/19/2026,ELEVATOR DISCO,                    ,0,                    ,                                                  ,                    ,0,                    ,12TH TRIBE,                    ,Style,EP3527A,TAN,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,80,188,100,32,0,0,0,0,0,0,0,0,0,0,0,400,7.9,3160,,FORERUNNER,6/16/2026,,,7.9,3160,455,-55,                    ,XS / 80,S / 188,M / 100,L / 32,XL / 0,,,,,,,,,,
487,5/19/2026,6/16/2026,STENUE,5/19/2026,Closed,PO,,,,,,,5/19/2026,6/16/2026,5/19/2026,ELEVATOR DISCO,                    ,0,                    ,                                                  ,                    ,0,                    ,12TH TRIBE,                    ,Style,SET8370V,BLACK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,42,85,103,15,5,0,0,0,0,0,0,0,0,0,0,250,16.5,4125,,FORERUNNER,6/16/2026,,,16.5,4125,249,1,                    ,XS / 42,S / 85,M / 103,L / 15,XL / 5,,,,,,,,,,
488,5/19/2026,6/16/2026,STENUE,5/19/2026,Closed,PO,,,,,,,5/19/2026,6/16/2026,5/19/2026,ELEVATOR DISCO,                    ,0,                    ,                                                  ,                    ,0,                    ,12TH TRIBE,                    ,Style,ET3237VD,BONE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,95,190,145,50,20,0,0,0,0,0,0,0,0,0,0,500,6.6,3300,,FORERUNNER,6/16/2026,,,6.6,3300,521,-21,                    ,XS / 95,S / 190,M / 145,L / 50,XL / 20,,,,,,,,,,
489,3/13/2026,4/28/2026,STENUE,5/19/2026,Closed,PO,,,,,,,3/13/2026,5/1/2026,4/9/2026,FREESIA,AIR,1691,12TH TRIBE,12TH TRIBE,10520,0,                    ,12TH TRIBE,                    ,Style,ET3237VD,BLACK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,88,197,120,36,0,0,0,0,0,0,0,0,0,0,0,441,6.6,2910.6,,FORERUNNER,4/28/2026,,,6.6,2910.6,441,0,NEW,XS / 88,S / 197,M / 120,L / 36,XL / 0,,,,,,,,,,
490,5/20/2026,6/17/2026,STENUE,5/20/2026,Closed,PO,,,,,,,5/20/2026,6/17/2026,5/20/2026,ELEVATOR DISCO,                    ,1716,12TH TRIBE,12TH TRIBE,10195,0,                    ,12TH TRIBE,                    ,Style,SET8357-P,BROWN,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,80,73,58,32,7,0,0,0,0,0,0,0,0,0,0,250,0,0,,FORERUNNER,6/17/2026,,,0,0,239,11,PRIVATE LABEL,XS / 80,S / 73,M / 58,L / 32,XL / 7,,,,,,,,,,
491,5/20/2026,6/17/2026,STENUE,5/20/2026,Closed,PO,,,,,,,5/20/2026,6/17/2026,5/20/2026,FREESIA,                    ,1716,12TH TRIBE,12TH TRIBE,10195,0,                    ,12TH TRIBE,                    ,Style,SET8357-T,BROWN,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,87,84,84,36,9,0,0,0,0,0,0,0,0,0,0,300,5.4,1620,,FORERUNNER,6/17/2026,,,5.4,1620,292,8,PRIVATE LABEL,XS / 87,S / 84,M / 84,L / 36,XL / 9,,,,,,,,,,
492,5/20/2026,6/17/2026,STENUE,5/20/2026,Closed,PO,,,,,,,5/20/2026,6/17/2026,5/20/2026,ELEVATOR DISCO,                    ,0,                    ,                                                  ,                    ,0,                    ,12TH TRIBE,                    ,Style,FRT2219,BEIGE,Closed,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,0,57,112,81,39,30,0,0,0,0,0,0,0,0,0,319,0,0,,FORERUNNER,6/17/2026,,,0,0,319,0,                    ,XXS / 0,XS / 57,S / 112,M / 81,L / 39,XL / 30,XXL / 0,,,,,,,,
493,5/20/2026,6/17/2026,STENUE,5/20/2026,Closed,PO,,,,,,,5/20/2026,6/17/2026,5/20/2026,ELEVATOR DISCO,                    ,0,                    ,                                                  ,                    ,0,                    ,12TH TRIBE,                    ,Style,FRT2219-B,BEIGE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,37,78,68,43,24,0,0,0,0,0,0,0,0,0,0,250,0,0,,FORERUNNER,6/17/2026,,,0,0,256,-6,                    ,XS / 37,S / 78,M / 68,L / 43,XL / 24,,,,,,,,,,
494,5/20/2026,6/17/2026,STENUE,5/20/2026,Closed,PO,P1512,,,,,,5/20/2026,6/17/2026,5/20/2026,ELEVATOR DISCO,                    ,0,                    ,                                                  ,                    ,0,SS26,26-May,SKIRTS,Style,CP1021,MINT,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,5,10,8,5,2,0,0,0,0,0,0,0,0,0,0,30,11.2,336,,FORERUNNER,6/17/2026,,,11.2,336,30,0,                    ,XS / 5,S / 10,M / 8,L / 5,XL / 2,,,,,,,,,,
495,5/20/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/26/2026,7/24/2026,,ELEVATOR DISCO,MATSON,1721,LULUS,LULU'S FASHION LOUNGE,227432,0,                    ,LULUS,                    ,Style,SETD1072,IVORY,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,6,47,93,103,40,12,0,0,0,0,0,0,0,0,0,301,10.2,3070.2,,FORERUNNER,6/17/2026,,,10.2,3070.2,0,301,PRIVATE LABEL,XXS / 6,XS / 47,S / 93,M / 103,L / 40,XL / 12,XXL / 0,,,,,,,,
498,5/22/2026,,DONGJING,1/1/1900,Open,PO,,,,,,,6/11/2026,7/3/2026,,ELEVATOR DISCO,MATSON,1746,12TH TRIBE,12TH TRIBE,10684,0,                    ,12TH TRIBE,                    ,Style,SET8376C,WHITE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,0,80,140,40,25,15,0,0,0,0,0,0,0,0,0,300,12.5,3750,,FORERUNNER,,,,0,0,0,300,PRIVATE LABEL,XXS / 0,XS / 80,S / 140,M / 40,L / 25,XL / 15,XXL / 0,,,,,,,,
499,5/27/2026,6/24/2026,STENUE,5/27/2026,Closed,PO,P1388,,,,,,5/27/2026,6/24/2026,5/27/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-Jun,DRESSES,Style,CD1021,PINK MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,13,11,6,3,0,0,0,0,0,0,0,0,0,0,40,11,440,,STANFORD,6/24/2026,,,11,440,44,-4,                    ,XS / 7,S / 13,M / 11,L / 6,XL / 3,,,,,,,,,,
500,5/27/2026,6/24/2026,STENUE,5/27/2026,Closed,PO,,,,,,,5/27/2026,6/24/2026,5/27/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-Jun,DRESSES,Style,CD1046,BLACK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,9,16,13,8,4,0,0,0,0,0,0,0,0,0,0,50,10,500,                    ,STANFORD,6/24/2026,,,10,500,68,-18,                    ,XS / 9,S / 16,M / 13,L / 8,XL / 4,,,,,,,,,,
501,5/28/2026,,STENUE,1/1/1900,Open,PO,,,,,,,7/16/2026,8/13/2026,,ELEVATOR DISCO,MATSON,1750,LULUS,LULU'S FASHION LOUNGE,227726,0,                    ,                    ,DRESSES,Style,FRD2216,BLACK,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,5,56,104,111,53,22,0,0,0,0,0,0,0,0,0,351,9.4,3299.4,,FORERUNNER,,,,9.4,3299.4,0,351,PRIVATE LABEL,XXS / 5,XS / 56,S / 104,M / 111,L / 53,XL / 22,XXL / 0,,,,,,,,
502,5/28/2026,,STENUE,1/1/1900,Open,PO,,,,,,,7/16/2026,8/13/2026,,ELEVATOR DISCO,MATSON,1749,LULUS,LULU'S FASHION LOUNGE,227727,0,                    ,                    ,DRESSES,Style,FRD2216,WINE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,5,56,104,111,53,22,0,0,0,0,0,0,0,0,0,351,9.4,3299.4,,FORERUNNER,,,,9.4,3299.4,0,351,PRIVATE LABEL,XXS / 5,XS / 56,S / 104,M / 111,L / 53,XL / 22,XXL / 0,,,,,,,,
503,5/28/2026,,KJ,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,DRESSES,Style,FRD2118,BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,10,20,19,10,0,0,0,0,0,0,0,0,0,0,0,59,0,0,,FORERUNNER,,,,0,0,0,59,                    ,XS / 10,S / 20,M / 19,L / 10,XL / 0,,,,,,,,,,
503,5/28/2026,,KJ,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,DRESSES,Style,FRD2118,BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,19,40,36,19,0,0,0,0,0,0,0,0,0,0,0,114,0,0,,FORERUNNER,,,,0,0,0,114,                    ,XS / 19,S / 40,M / 36,L / 19,XL / 0,,,,,,,,,,
503,5/28/2026,,KJ,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,DRESSES,Style,FRD2118,BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,12,12,6,0,0,0,0,0,0,0,0,0,0,0,36,0,0,,FORERUNNER,,,,0,0,0,36,                    ,XS / 6,S / 12,M / 12,L / 6,XL / 0,,,,,,,,,,
504,5/28/2026,,LOSON,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,OUTERWEAR,Style,EVO7023,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,10,9,5,0,0,0,0,0,0,0,0,0,0,0,30,0,0,                    ,FORERUNNER,,,,0,0,0,30,                    ,XS / 6,S / 10,M / 9,L / 5,XL / 0,,,,,,,,,,
504,5/28/2026,,LOSON,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,OUTERWEAR,Style,EVO7023,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,9,7,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,,FORERUNNER,,,,0,0,0,25,                    ,XS / 6,S / 9,M / 7,L / 3,XL / 0,,,,,,,,,,
504,5/28/2026,,LOSON,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,OUTERWEAR,Style,EVO7023,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,14,15,11,7,0,0,0,0,0,0,0,0,0,0,0,47,0,0,,FORERUNNER,,,,0,0,0,47,                    ,XS / 14,S / 15,M / 11,L / 7,XL / 0,,,,,,,,,,
504,5/28/2026,,LOSON,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,OUTERWEAR,Style,EVO7023,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,5,10,10,5,0,0,0,0,0,0,0,0,0,0,0,30,0,0,,FORERUNNER,,,,0,0,0,30,                    ,XS / 5,S / 10,M / 10,L / 5,XL / 0,,,,,,,,,,
505,5/28/2026,,STENUE,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,OUTERWEAR,Style,EVO7025,LIGHT BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,12,21,17,10,0,0,0,0,0,0,0,0,0,0,0,60,0,0,,FORERUNNER,,,,0,0,0,60,                    ,XS / 12,S / 21,M / 17,L / 10,XL / 0,,,,,,,,,,
505,5/28/2026,,STENUE,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,OUTERWEAR,Style,EVO7025,LIGHT BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,13,18,13,6,0,0,0,0,0,0,0,0,0,0,0,50,0,0,,FORERUNNER,,,,0,0,0,50,                    ,XS / 13,S / 18,M / 13,L / 6,XL / 0,,,,,,,,,,
505,5/28/2026,,STENUE,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,OUTERWEAR,Style,EVO7025,LIGHT BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,40,49,35,28,0,0,0,0,0,0,0,0,0,0,0,152,0,0,,FORERUNNER,,,,0,0,0,152,                    ,XS / 40,S / 49,M / 35,L / 28,XL / 0,,,,,,,,,,
505,5/28/2026,,STENUE,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,OUTERWEAR,Style,EVO7025,LIGHT BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,14,14,7,0,0,0,0,0,0,0,0,0,0,0,42,0,0,,FORERUNNER,,,,0,0,0,42,                    ,XS / 7,S / 14,M / 14,L / 7,XL / 0,,,,,,,,,,
506,5/28/2026,,GF,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,DRESSES,Style,CD1067,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,10,9,5,0,0,0,0,0,0,0,0,0,0,0,30,12.5,375,                    ,FORERUNNER,,,,0,0,0,30,                    ,XS / 6,S / 10,M / 9,L / 5,XL / 0,,,,,,,,,,
506,5/28/2026,,GF,1/1/1900,Open,PO,,,,,,,8/20/2026,,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,DRESSES,Style,CD1067,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,4,5,4,2,0,0,0,0,0,0,0,0,0,0,0,15,12.5,187.5,,FORERUNNER,,,,0,0,0,15,                    ,XS / 4,S / 5,M / 4,L / 2,XL / 0,,,,,,,,,,
